userID,game,date
showtimegirl16,Dark Souls: Remastered,2020-09-19 12:45:54
shizka23,Batman: Arkham VR,2019-11-10 01:40:46
ukyuky,Metal Gear Solid HD Collection,2019-12-03 21:30:12
seymabastas_1334,Tokyo Mirage Sessions #FE,2018-08-20 18:15:27
seymabastas_1334,The Legend of Zelda: Link’s Awakening,2020-01-13 10:41:20
seymabastas_1334,Ghost of Tsushima,2020-10-29 21:33:00
wontheal,Romance of the Three Kingdoms 13 Power UP Kit,2020-11-14 11:11:24
wontheal,Cuphead,2020-09-18 15:10:30
wontheal,Danganronpa 1/2: Reload,2020-06-08 11:26:48
wontheal,Call of Duty: Modern Warfare 2,2020-05-26 11:55:32
wontheal,Untitled Goose Game,2019-11-08 06:34:39
semen201111,Mafia III,2018-11-12 17:11:59
semen201111,Dragon Quest VIII: Journey of the Cursed King,2020-11-01 16:31:16
semen201111,Tom Clancy''s The Division,2018-11-26 12:33:47
vadalon,Ys Origin,2019-05-12 18:12:00
violetta_pr,VOEZ,2020-12-17 10:46:25
violetta_pr,Sid Meier's Civilization VI,2020-05-20 12:14:57
violetta_pr,God of War (2018),2018-11-15 11:39:18
violetta_pr,Pokémon Sun/Moon,2019-10-15 19:12:35
zabiakaa,Plague Inc: Evolved,2020-12-16 17:21:27
sh-al2,NBA 2K17,2020-07-31 14:53:30
Sgalya-upro1290g,One Piece: Unlimited Cruise SP,2018-06-24 10:25:15
Sgalya-upro1290g,Fallout,2020-03-12 16:12:49
Sgalya-upro1290g,Bloodborne,2020-01-23 08:31:21
udspaxa,Kirby: Planet Robobot,2020-08-26 04:13:59
udspaxa,JUST DANCE 2018,2018-08-10 11:51:18
udspaxa,Happy Feet Two,2020-10-25 22:57:34
shukhratkhan78,Days Gone,2021-01-04 01:13:21
ven0m-90,Monster Hunter XX,2019-08-18 10:36:26
ven0m-90,The Evil Within,2018-10-06 12:39:47
yusowipquk1959,Rise of the Tomb Raider,2020-07-19 00:33:16
yusowipquk1959,Phoenix Wright: Ace Attorney - Spirit of Justice,2019-03-22 10:48:58
yusowipquk1959,Ni no Kuni II: Revenant Kingdom,2020-07-27 14:50:30
yurij-bolshakov,Far Cry Primal,2019-08-04 13:44:15
yurij-bolshakov,Story of Seasons: Trio of Towns,2018-07-31 13:05:38
yurij-bolshakov,Fire Emblem Warriors,2020-03-04 22:11:25
yurij-bolshakov,Gravity Rush,2020-05-20 07:18:08
yurij-bolshakov,The Order: 1886,2018-07-15 08:09:45
yavric,Yakuza Kiwami ,2019-04-08 21:33:50
yavric,SEKIRO：SHADOWS DIE TWICE,2019-06-29 22:36:39
yavric,West of Loathing,2019-02-25 22:30:21
yavric,Luigi's Mansion 3,2020-09-05 20:14:06
sfguy650,Hearthstone: Heroes of Warcraft,2019-07-01 21:38:26
sfguy650,Limbo,2018-06-21 20:56:47
sfguy650,The Liar Princess and the Blind Prince,2019-01-05 23:31:18
sfguy650,Hatsune Miku: Project DIVA Future Tone,2020-12-13 10:16:29
_xaxa_tz,Apex Legends,2020-10-10 20:17:54
_xaxa_tz,Beyond: Two Souls,2019-04-13 06:28:20
_xaxa_tz,Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,2020-05-16 22:19:55
_xaxa_tz,Killzone: Shadow Fall,2019-11-08 21:59:35
zoriserg,Mafia III,2020-11-26 13:57:45
zoriserg,Phoenix Wright: Ace Attorney - Spirit of Justice,2020-11-02 11:02:26
vika_pobedovna,No Man's Sky,2018-08-01 17:02:11
vika_pobedovna,Apollo Justice: Ace Attorney,2019-02-07 12:28:22
setar10,Monkey King: Hero is Back,2020-07-26 10:37:21
setar10,Ryse: Son of Rome,2020-06-13 16:51:52
setar10,The Witcher 3: Wild Hunt,2019-06-16 21:19:24
sex_1234,Assassin's Creed: Syndicate,2020-07-28 10:52:23
sex_1234,Super Mario Odyssey,2019-10-10 02:25:10
tyratchi,Watch Dogs,2018-12-01 12:19:00
tyratchi,Persona 5 Scramble: The Phantom Strikers,2020-07-10 16:27:11
tyratchi,Dillon's Rolling Western: The Last Ranger,2019-01-30 10:45:33
verminal858,Chaos Rings III: The Prequel Trilogy,2019-08-17 08:08:28
yar141172,Gears of War:Ultimate Edition,2019-04-01 18:49:42
yar141172,Devil May Cry 4: Special Edition,2018-08-18 10:11:51
yar141172,Dragon Quest XI: Echoes of an Elusive Age,2020-01-06 01:31:11
yar141172,Marvel's Spider-Man,2020-10-09 02:11:17
shrynx,Yakuza 0,2019-08-12 12:25:30
shrynx,Xenoblade Chronicles 2,2018-08-31 13:57:24
yuganetsnina,God of War 3 Remastered,2019-03-23 10:03:48
yuganetsnina,The Last Guardian,2019-06-22 15:36:14
yuganetsnina,Ori and the Will of the Wisps,2020-09-23 10:26:44
sergiodourado10,fallout 4,2019-12-21 10:31:07
sergiodourado10,Danganronpa 2: Goodbye Despair,2020-07-17 03:02:18
vampir_genya,Tearaway Unfolded,2018-10-14 19:45:54
vampir_genya,Apollo Justice: Ace Attorney,2019-10-12 16:26:40
vampir_genya,FIFA 16,2020-10-29 15:01:45
vampir_genya,Luigi's Mansion: Dark Moon,2020-06-27 19:27:32
vampir_genya,Disgaea 5,2018-12-14 21:50:53
uG5qY6jA3V,Assassin's Creed: Brotherhood,2020-06-26 21:24:52
shukinalbert,Far Cry 5,2020-03-25 16:16:05
shukinalbert,Far Cry Primal,2020-06-26 05:32:57
shukinalbert,Assassin's Creed IV: Black Flag,2020-10-26 08:45:19
zoaleehayes,Borderlands 2,2019-11-16 22:33:19
serseri_gonlum_038,Limbo,2018-10-06 17:37:33
serseri_gonlum_038,Animal Crossing: New Horizons,2020-11-26 11:03:11
sergiomoreno77,Samurai Gunn,2019-04-27 22:45:58
sergiomoreno77,Bastion,2020-08-24 18:03:47
sergiomoreno77,Crash Bandicoot N. Sane Trilogy,2018-11-07 10:46:21
silor,Assassin’s Creed Odyssey,2020-08-23 12:39:47
silor,Pokémon X/Y,2018-06-10 12:48:34
silor,The Godfather: The Game,2019-03-28 20:16:43
xilola_9010,Gravity Rush,2018-12-23 10:37:53
xilola_9010,1001 Spikes,2018-08-15 10:52:27
xilola_9010,Uncharted: The Nathan Drake Collection,2018-12-14 19:17:36
sergshuhov,Assassin's Creed: Syndicate,2020-12-10 14:47:59
sergshuhov,Fate/kaleid liner Prisma Illya,2019-04-05 16:58:24
sergshuhov,Tom Clancy's The Division 2,2020-01-29 00:11:52
zeeshawn,PLAYERUNKNOWN'S BATTLEGROUNDS,2018-07-07 08:50:53
sgsnake,Table Top Tanks,2019-04-14 17:36:08
twothousandtwentynine,Final Fantasy XII：The ZODIAC AGE,2019-08-08 16:14:49
twothousandtwentynine,BulletStorm,2020-10-18 09:47:13
venera-mazitova,Soul Sacrifice,2020-01-03 21:29:34
venera-mazitova,Final Fantasy XII：The ZODIAC AGE,2019-02-01 16:18:06
venera-mazitova,Juicy Realm,2020-04-14 12:08:59
venera-mazitova,What Remains of Edith Finch,2018-07-02 20:14:15
venera-mazitova,Tom Clancy''s The Division,2019-04-12 15:57:01
xdot10,God Eater 2,2019-02-14 15:38:07
xdot10,The Legend of Zelda：Breath of the Wild,2020-02-09 14:30:24
shan88leigh,Monster Hunter XX,2019-06-17 17:59:02
shan88leigh,Control,2020-11-24 18:06:04
shan88leigh,Rhythm Heaven The Best +,2018-12-27 04:46:48
viktor211112,Hatsune Miku: Project DIVA F 2nd,2018-06-23 17:56:01
viktor211112,Sangoku Koi Senki: Otome no Heihou,2018-09-28 18:58:58
viktor211112,Uncharted: The Nathan Drake Collection,2018-10-23 03:31:55
tkalindenis,Life Is Strange,2019-07-08 02:03:09
tkalindenis,NBA 2K14,2020-01-19 11:16:47
tkalindenis,Resident Evil 2 (2019),2019-05-15 13:24:22
seregasklyarov,Vampyr,2018-12-27 18:34:48
seregasklyarov,Captain Toad: Treasure Tracker,2018-11-29 10:47:46
senoga11,For Honor,2020-10-17 10:39:08
xoxlovs,Metal Gear Solid V: Ground Zeroes,2019-10-09 08:51:51
xoxlovs,Driveclub,2020-05-03 17:08:11
xoxlovs,Divinity: Original Sin II,2019-07-07 13:26:54
xoxlovs,Madden NFL 13,2020-07-03 11:05:38
xoxlovs,Guacamelee!: Super Turbo Championship Edition,2019-10-12 13:00:17
udusaar,Shadow of the Tomb Raider,2019-07-28 10:33:01
udusaar,Halo 5: Guardians,2019-09-11 17:45:45
udusaar,Pokémon X/Y,2020-06-12 09:53:38
udusaar,Riptide GP2,2019-04-12 15:56:19
udusaar,NBA 2K19,2019-12-03 16:10:52
simonen1,Dead Cells,2018-10-22 20:46:56
zeltron,The Legend of Zelda: A Link Between Worlds,2019-10-24 00:54:31
zeltron,knack2,2018-06-28 20:10:11
shest_ek,Left 4 Dead,2019-10-25 18:50:07
shest_ek,Danganronpa V3: Killing Harmony,2019-11-21 13:30:52
xicari8,Borderlands 3,2020-09-06 18:44:40
sigarmy,Dynasty Warriors 9,2018-10-29 12:55:20
sigarmy,Devil May Cry 4: Special Edition,2019-03-14 11:13:23
sigarmy,Call of Duty: WWII,2019-08-27 13:08:29
sigarmy,Need for Speed Payback,2019-12-06 21:43:25
sigarmy,Gears of War:Ultimate Edition,2020-02-02 12:56:42
yehdc6,龍が如く7 光と闇の行方,2020-02-11 21:40:25
yehdc6,Portal 2,2019-02-02 15:10:29
yehdc6,Assassin's Creed: Brotherhood,2020-02-12 00:26:28
yehdc6,Persona 5 Royal,2019-11-28 17:23:31
yehdc6,討鬼伝2,2020-10-29 13:47:06
ulalen,Stardew Valley,2019-07-18 18:59:19
ulalen,Bloodborne,2019-12-12 12:34:08
ulalen,Prey (2017),2020-03-24 05:39:37
zhigul-woman,Persona 4: Golden,2020-05-14 18:56:48
zhigul-woman,EVE: Valkyrie,2019-01-22 07:18:40
zhigul-woman,Shadowverse,2018-10-29 11:31:51
zhigul-woman,Dead Cells,2020-06-01 08:00:49
zhigul-woman,Dreams Universe,2020-03-09 21:22:50
yee_nat,Bloodborne,2020-08-16 22:37:35
uglierinperson,Wonder Boy: The Dragon's Trap (2017),2019-01-10 04:51:20
uglierinperson,Prototype,2019-10-20 19:19:31
uglierinperson,Ghost of Tsushima,2020-12-05 13:46:04
uglierinperson,Days Gone,2020-09-18 09:59:35
uglierinperson,Call of Duty: Modern Warfare 2,2020-06-02 00:58:41
zhamilyadalieva,Super Robot Wars V,2018-08-21 18:23:21
shivally,Warriors Orochi 4,2020-07-09 10:04:31
shivally,Shadow Warrior 2,2020-12-15 16:28:38
shivally,太平洋の嵐～史上最大の激戦 ノルマンディー攻防戦！～,2019-04-27 18:55:14
shivally,Halo 5: Guardians,2018-07-13 22:43:27
yavelikokhatko,ARMS,2020-11-18 14:59:42
yavelikokhatko,Metroid: Samus Returns,2019-05-19 01:10:10
yavelikokhatko,Monster Hunter Generations,2019-11-09 10:01:53
yavelikokhatko,A Way Out,2019-09-26 04:04:29
vik-belya,Final Fantasy XV: Complete Edition,2020-10-01 19:27:52
vik-belya,Everybody's Gone to the Rapture,2020-07-16 15:23:25
vik-belya,Odin Sphere Leifthrasir,2018-10-18 22:18:49
sessiz_tur,Monster Hunter Generations,2020-08-08 16:48:55
sessiz_tur,FIFA 18,2020-10-24 19:34:00
sessiz_tur,Grand Theft Auto V,2018-07-23 16:05:10
sessiz_tur,Gravity Rush: Remastered,2018-11-04 14:31:54
vasileva_galya,Salt & Sanctuary,2019-03-29 10:21:45
vasileva_galya,Dishonored: Definitive Edition,2020-10-07 08:05:06
vika0620,Flower,2020-09-07 13:31:26
shorem,Dragon Quest VIII: Journey of the Cursed King,2018-07-31 17:23:15
shorem,Life Is Strange,2019-05-10 23:34:22
zelenypochta,South Park: The Stick of Truth,2018-11-23 23:30:58
zelenypochta,Gorogoa,2020-07-19 15:15:56
zelenypochta,Super Mario 3D Land,2019-03-21 21:25:02
zelenypochta,Apex Legends,2020-08-12 00:35:31
t_belkovich,Metro Exodus,2019-05-15 08:51:18
t_belkovich,Uncharted 4: A Thief's End,2019-02-28 14:46:43
t_belkovich,What Remains of Edith Finch,2020-01-13 23:39:55
t_belkovich,Nioh 2,2020-06-14 14:47:34
uJmup,Super Robot Wars V,2020-03-05 17:16:07
uJmup,Left 4 Dead 2,2018-08-30 14:22:49
uJmup,Xenoblade Chronicles 2,2019-08-04 10:35:17
yderways,FINAL FANTASY VII REMAKE,2020-06-11 16:54:09
yderways,Prototype Biohazard Bundle,2020-05-25 22:23:27
yderways,Yakuza Kiwami ,2019-12-08 08:19:14
wowgrinder,Resident Evil: Revelations,2019-04-08 15:54:34
wowgrinder,Final Fantasy X/X-2 HD Remaster,2019-03-27 02:05:36
wowgrinder,Atelier Firis: The Alchemist of the Mysterious Journey,2020-01-11 20:19:54
wowgrinder,Batman: Arkham Knight,2020-11-25 04:52:58
wowgrinder,Nioh,2020-09-21 04:01:49
verka-6-4-,Ryse: Son of Rome,2019-12-22 03:15:38
verka-6-4-,Judgment (2019),2019-11-02 12:07:50
verka-6-4-,Portal 2,2018-10-26 11:52:33
verka-6-4-,Resident Evil: Revelations 2,2019-09-07 17:08:08
wormsworld,Ori and the Blind Forest,2019-07-19 10:57:20
wormsworld,Danganronpa V3: Killing Harmony,2018-10-01 13:47:49
wormsworld,SEKIRO：SHADOWS DIE TWICE,2020-09-27 15:09:42
twketchum,Batman: Arkham Knight,2018-06-12 20:08:12
twketchum,モンスターハンターダブルクロス Nintendo Switch Ver.,2020-08-20 14:44:56
yukito222,Call of Duty: Black Ops II,2018-09-30 20:43:53
yukito222,Limbo,2019-11-03 21:13:25
yukito222,Muramasa: The Demon Blade,2019-03-14 21:55:38
yukito222,Mario Kart 8 Deluxe,2018-11-08 15:08:19
yukito222,Soul Axiom,2020-04-05 22:23:17
shaw83QA,Dragon Age: Origins,2020-11-16 19:47:16
shaw83QA,Pokemon Omega Ruby/Alpha Sapphire,2020-12-03 10:38:09
shaw83QA,Cadence of Hyrule: Crypt of the NecroDancer,2020-01-07 19:55:04
shaw83QA,Battlefield 4,2020-01-23 19:44:35
shaw83QA,The Last of Us Part II,2020-12-19 10:16:32
worldofelves,Call of Duty 4: Modern Warfare,2020-08-22 16:57:43
worldofelves,Code Vein,2020-04-01 22:26:07
worldofelves,脱出アドベンチャー　絶望要塞,2018-10-06 19:55:54
xhw86_jx,Mafia II,2020-09-23 19:01:02
xhw86_jx,Nights of Azure,2018-07-19 09:20:32
xhw86_jx,Tomb Raider: Definitive Edition,2020-03-14 19:15:26
xhw86_jx,The Last Guardian,2020-04-12 22:53:15
tvoigts,fallout 4,2020-07-03 09:39:33
tvoigts,Muramasa: The Demon Blade,2018-09-29 05:23:14
tvoigts,ZERO ESCAPE：Zero Time Dilemma,2018-11-21 06:24:41
shash_binga,Unruly Hero,2019-05-30 13:49:51
shash_binga,Persona 4: Golden,2019-01-08 00:53:31
shash_binga,Hometown Story,2018-08-20 13:10:30
shash_binga,Call of Duty：Modern Warfare 3,2019-12-18 08:47:05
shash_binga,Uncharted: The Nathan Drake Collection,2020-03-12 08:33:47
Shortadonis,Uncharted: The Lost Legacy,2020-02-12 16:00:34
shavrj,Shadow of the Tomb Raider,2019-08-27 13:35:00
shavrj,Tekken 7,2018-12-20 14:43:12
shavrj,Monster Hunter XX,2020-04-09 13:36:26
shavrj,Sonic Forces,2020-11-11 13:22:51
shavrj,The Legend of Heroes: Trails of Cold Steel,2018-09-15 16:55:32
Twezzel,Heavy Rain,2020-05-30 11:43:02
Twezzel,Luigi's Mansion 3,2020-11-04 14:33:39
Twezzel,Tetris 99,2019-11-06 02:01:38
Twezzel,Detective Pikachu,2020-09-12 10:54:24
Twezzel,Pokemon Let's go Pikachu/Eevvee,2018-12-11 21:47:56
val1693,Ori and the Blind Forest,2020-04-23 17:49:06
val1693,Shin Megami Tensei IV,2018-12-23 14:58:25
val1693,The Legend of Zelda: A Link Between Worlds,2019-10-24 14:08:24
val1693,ハイキュー!! 繋げ!頂の景色!!,2019-06-22 23:42:31
Sircroxi,Mount & Blade: Warband,2018-07-07 14:27:18
Sircroxi,Luigi's Mansion: Dark Moon,2020-09-27 11:47:13
Sircroxi,Monster Hunter Generations,2018-06-18 12:15:15
Sircroxi,Resident Evil 2 (2019),2019-03-25 14:27:08
Sircroxi,Marvel's Spider-Man,2018-09-18 21:09:49
vanburg,Uncharted: The Lost Legacy,2019-04-19 13:02:34
vanburg,Duck Dynasty,2018-08-06 13:59:42
vanburg,Fire Emblem: Three Houses,2020-12-02 12:55:33
vanburg,Danganronpa Another Episode: Ultra Despair Girls,2019-09-15 18:28:37
simian02,ISLAND,2020-04-30 13:27:56
xvasylz,The Elder Scrolls V: Skyrim,2019-04-05 21:35:54
xvasylz,Gravity Rush: Remastered,2020-01-28 21:17:34
xvasylz,Nioh,2020-09-06 16:01:50
xvasylz,Gears of War:Ultimate Edition,2018-06-13 20:09:26
xvasylz,Titanfall 2,2020-08-08 18:38:54
zames120786,Dragon Quest XI: Echoes of an Elusive Age,2019-12-09 21:46:20
zames120786,Nintendo Labo - Variety Kit,2020-11-17 13:26:25
zames120786,Hollow Knight,2020-02-18 02:55:05
sergaffon123,Halo 5: Guardians,2020-03-30 03:05:34
sergaffon123,Mass Effect,2019-12-03 07:45:40
sergaffon123,Call of Duty: Modern Warfare 2,2019-02-02 12:20:13
sergaffon123,Dead Cells,2020-07-12 13:22:41
sergaffon123,Romance of the Three Kingdoms 13 Power UP Kit,2019-08-02 10:38:12
work01981,SAMURAI WARRIORS: Spirit of Sanada,2018-07-02 15:38:07
work01981,New Sakura Wars,2020-04-26 10:47:31
work01981,Ark: Survival Evolved,2018-12-01 20:55:21
work01981,Metal Gear Solid V：The Definitive Experience,2019-11-05 13:03:12
work01981,Uncharted 4: A Thief's End,2018-11-02 20:02:40
xtkdlnjxhoti,Super Smash Bros. Ultimate,2019-09-25 20:49:04
xtkdlnjxhoti,Battlefield 4,2020-09-24 19:29:21
xtkdlnjxhoti,Death Stranding,2020-01-24 17:35:19
xtkdlnjxhoti,Grand Theft Auto V,2018-12-20 12:21:42
xtkdlnjxhoti,Watch Dogs 2,2020-08-21 11:44:21
shaneekmorgan,Metal Gear Solid V：The Definitive Experience,2020-11-29 18:20:52
shaneekmorgan,Toy Soldiers: War Chest,2019-02-21 17:54:41
shaneekmorgan,Overcooked 2,2019-03-15 23:11:05
shaneekmorgan,Mafia III,2020-06-26 03:44:12
shaneekmorgan,inFAMOUS: Second Son,2019-03-06 22:27:45
zepedee69,Assassin''s Creed Ezio Collection,2020-12-09 14:34:37
zepedee69,F1 2016,2019-04-17 17:50:36
zepedee69,The Legend of Heroes: Trails of Azure,2019-04-23 21:16:20
tjack01,Uncharted: The Lost Legacy,2019-06-27 21:41:28
tjack01,Ori and the Will of the Wisps,2020-04-29 02:05:09
tjack01,ARMS,2018-07-16 21:31:37
tjack01,inFAMOUS: First Light,2020-07-10 16:29:41
xxxst56m,Destiny 2,2018-12-26 15:26:46
xxxst56m,Mafia III,2018-12-13 02:56:10
xxxst56m,The Binding of Isaac: Rebirth,2019-05-23 17:46:33
xxxst56m,大逆転裁判２ -成歩堂龍ノ介の覺悟-,2020-08-20 14:48:58
shaunmuirson,Quantum Break,2019-12-04 13:07:59
shaunmuirson,Tom Clancy's The Division 2,2019-03-28 03:09:16
shaunmuirson,Skylanders: Swap Force,2019-08-31 10:29:05
shaunmuirson,Uncharted: The Lost Legacy,2018-08-13 21:00:22
shaunmuirson,Call of Duty:Infinite Warfare,2020-01-04 16:09:19
velislawowa,StarCraft II: Legacy of the Void,2018-10-21 07:31:37
velislawowa,Dynasty Warriors 9,2018-07-25 01:47:34
velislawowa,Tom Clancy''s The Division,2019-06-16 17:36:36
velislawowa,Diablo III,2019-12-15 15:29:31
Y6A91Ywk,Judgment (2019),2019-12-09 17:58:25
Y6A91Ywk,The Legend of Zelda: Majora's Mask 3D,2020-09-21 21:36:25
Y6A91Ywk,Kirby Star Allies,2019-05-16 17:35:35
siniscalchi,Puyo Puyo!! 20th Anniversary,2019-03-29 12:00:23
siniscalchi,Rhythm Heaven The Best +,2020-06-03 20:53:03
siniscalchi,Dragon Quest Builders 2,2019-10-23 08:18:26
tweeter6969,Ninja Gaiden Sigma 2 Plus,2019-11-04 03:35:21
tweeter6969,eBASEBALLパワフルプロ野球2020,2020-10-19 21:03:19
ziggy999,fallout 4,2020-03-25 03:09:58
WzMLqNop,Celeste,2020-11-29 10:14:58
sirtax7,Bayonetta 2,2018-12-10 01:19:11
sirtax7,Pokémon X/Y,2020-02-06 15:01:48
sirtax7,Dead Cells,2020-02-17 07:39:48
sirtax7,Strike Suit Zero:Director's Cut,2019-12-10 10:36:17
sirtax7,Gears of War 4,2019-01-21 14:22:41
shekhla,Marvel's Spider-Man,2020-02-14 21:03:24
shekhla,Hollow Knight,2020-05-14 18:56:37
shekhla,Shadow Warrior 2,2019-11-07 14:18:54
shekhla,Forza Horizon 4,2019-10-14 04:07:33
shekhla,Ori and the Will of the Wisps,2020-09-15 21:07:14
xanton154,Doom (2016),2020-03-20 22:01:10
xanton154,Crysis 3,2019-03-03 18:10:42
xanton154,Forza Horizon 2,2020-11-18 15:36:08
xanton154,Titanfall,2018-08-14 07:09:49
xanton154,Wonder Boy: The Dragon's Trap (2017),2020-01-13 13:28:30
yulya-ratnikova,The Legend of Zelda: A Link Between Worlds,2020-10-12 20:49:24
yulya-ratnikova,LEGRAND LEGACY Tale of the Fatebounds,2019-08-22 14:43:59
yulya-ratnikova,Call of Duty 4: Modern Warfare,2019-01-09 13:48:11
yulya-ratnikova,Sleeping Dogs: Definitive Edition,2018-06-08 21:16:27
simonato,Borderlands 2,2020-07-23 19:51:19
simonato,Crash Team Racing Nitro-Fueled,2020-01-17 11:39:29
you28253,シノビアシ,2019-07-03 22:13:58
you28253,Dragon Quest Heroes II,2020-07-12 21:18:35
you28253,Doom (2016),2019-10-04 15:25:31
you28253,Uncharted 4: A Thief's End,2018-10-20 19:20:58
you28253,Far Cry 5,2020-01-30 17:49:21
Vale-Khristosova,Assassin's Creed: Unity,2019-04-10 12:07:26
Vale-Khristosova,Dragon Quest Builders 2,2019-09-20 10:54:02
xpym,Gorogoa,2018-12-15 03:02:10
xpym,Monster Hunter: World,2019-01-18 07:14:12
xpym,ドラえもん のび太の牧場物語,2020-04-24 17:14:34
xpym,Salt & Sanctuary,2019-07-19 15:01:17
xpym,Call of Duty 4: Modern Warfare,2019-12-15 10:06:48
xpunkrkchicx,Animal Crossing: New Horizons,2020-11-26 11:53:50
xpunkrkchicx,Pokémon Sun/Moon,2019-11-13 20:38:48
xpunkrkchicx,Yakuza Kiwami ,2020-03-04 01:43:49
valeri_zhmak,Crash Bandicoot N. Sane Trilogy,2019-08-17 03:23:09
valeri_zhmak,脱出アドベンチャー　絶望要塞,2019-07-22 12:37:52
valeri_zhmak,Shin Sangokumusou7：Empires,2019-01-16 13:22:16
valeri_zhmak,Battlefield V,2020-11-05 13:11:44
siddetox,Untitled Goose Game,2020-04-28 19:08:24
siddetox,Rhythm Heaven The Best +,2020-09-17 15:02:08
siddetox,The Legend of Heroes: Trails in the Sky - Second Chapter,2020-06-21 21:03:52
siddetox,Ratchet & Clank,2020-02-28 16:39:32
vert93a,For Honor,2020-07-29 05:14:28
zheka04,Assassin's Creed: Brotherhood,2018-08-30 13:55:54
ustancevabina,Xenoblade Chronicles: Definitive Edition,2020-06-19 12:10:41
xyx123,Mario Kart 7,2019-09-03 15:50:00
silent923,Ni no Kuni II: Revenant Kingdom,2019-11-28 14:36:51
silent923,Judgment (2019),2019-08-29 11:22:10
silent923,Far Cry 5,2019-11-28 23:03:17
silent923,Undertale,2020-06-23 11:52:40
shaunca,Rhythm Heaven The Best +,2019-05-17 10:02:08
zverek_little,Donkey Kong Country: Tropical Freeze,2020-01-14 06:43:30
zverek_little,Life Is Strange,2019-04-30 20:52:23
zverek_little,Sengoku Basara Sanada Yukimura-Den,2019-02-27 09:28:08
zverek_little,EVE: Valkyrie,2020-02-09 13:09:23
zverek_little,Yoshi's New Island,2020-01-29 04:08:41
sexiirobbie19,Hitman (2016),2018-10-21 14:43:27
sexiirobbie19,Pokemon Sword/Shield,2020-02-18 19:32:08
sexiirobbie19,Dragon Quest Builders,2018-11-29 14:34:21
sersad,Tom Clancy's The Division 2,2020-11-22 22:47:17
sersad,Transistor,2019-08-31 15:23:12
yraplka777,Total War: Three Kingdoms,2020-10-16 21:33:11
yraplka777,World of Final Fantasy,2018-09-13 10:47:45
yraplka777,Devil May Cry 4: Special Edition,2018-09-29 15:00:38
sexylover99,Monster Hunter Generations,2019-05-23 22:43:30
sexylover99,Pokémon X/Y,2019-08-13 12:16:52
sexylover99,Resident Evil 4,2018-11-14 00:01:11
vektor_com,Doom (2016),2020-09-02 23:22:16
vektor_com,Pokémon X/Y,2020-06-21 15:53:58
vektor_com,NBA 2K19,2020-10-05 13:00:39
vektor_com,Sword Art Online: Lost Song,2019-03-26 16:36:21
sfrancris,13 Sentinels：Aegis Rim,2021-01-04 21:04:19
sfrancris,Summer Lesson: Hikari Miyamoto,2018-09-11 10:41:15
urakova-o,Deus Ex: Mankind Divided,2019-06-19 19:10:19
urakova-o,FIFA 17,2020-01-28 13:06:29
urakova-o,Sid Meier's Cicilization V,2020-08-23 03:45:34
urakova-o,Little Witch Academia: Chamber of Time,2019-12-13 13:14:48
x20dragon02x,Tomb Raider: Definitive Edition,2019-02-06 19:30:13
ulg6y,Pokemon Let's go Pikachu/Eevvee,2018-11-24 19:58:41
ulg6y,Persona 4: Golden,2020-03-06 18:10:29
ymanetsovsem,Pokemon Quest,2019-11-10 15:29:39
ymanetsovsem,Red Dead Redemption 2,2020-01-08 10:39:18
ymanetsovsem,Call of Duty:Infinite Warfare,2020-12-08 14:25:17
ymanetsovsem,Days Gone,2019-11-15 22:30:57
vamonos36,13 Sentinels：Aegis Rim,2020-07-25 23:10:01
zalimxan07,Prototype 2,2018-11-25 18:04:32
yuhsan,Final Fantasy X HD,2019-10-21 22:34:14
yuhsan,Salt & Sanctuary,2019-06-17 22:17:31
yuhsan,Halo 3,2019-10-27 10:32:54
yuhsan,Sayonara Wild Hearts,2019-10-02 12:27:00
shar-1986,Dark Souls: Remastered,2019-07-01 13:50:52
theisengirl,Resident Evil 2 (2019),2019-03-29 22:51:08
theisengirl,World of Final Fantasy,2019-07-30 15:19:27
theisengirl,Tales of Berseria,2020-12-13 20:20:36
theisengirl,Nioh,2019-01-03 12:58:43
venerademidova,Animal Crossing: New Horizons,2021-01-09 11:38:57
venerademidova,Assassins Creed II,2019-01-20 11:14:26
venerademidova,Darksiders Warmastered Edition,2019-01-21 13:56:20
venerademidova,とびだせ　どうぶつの森,2020-04-28 15:30:40
venerademidova,Naruto Shippuden: Ultimate Ninja Storm Collection,2020-09-01 10:21:45
zhukovsniper,Ace Combat 7: Skies Unknown,2019-06-10 15:15:56
zhukovsniper,Exstetra,2020-07-03 17:08:23
zhukovsniper,Ys VIII: Lacrimosa of Dana,2019-03-02 22:52:52
zhukovsniper,Celeste,2020-05-24 17:15:28
Vasya-mamai,Freedom Wars,2019-06-07 21:40:00
Vasya-mamai,Color Guardians,2020-03-05 18:00:33
Vasya-mamai,Summer Lesson: Hikari Miyamoto,2019-05-19 10:30:12
Vasya-mamai,Fable Fortune,2019-02-15 05:17:45
Vasya-mamai,Pro Evolution Soccer 2016,2020-11-07 23:04:55
vadim_shtanko,Destiny 2,2020-09-04 15:50:37
vadim_shtanko,Persona 5 Scramble: The Phantom Strikers,2020-03-02 22:46:32
valekson23rus,The Order: 1886,2020-02-15 15:12:42
valekson23rus,Atelier Meruru Plus: The Apprentice of Arland,2019-10-17 21:55:56
valekson23rus,Dragon Quest VIII: Journey of the Cursed King,2020-01-17 11:29:04
